RD,TDLinx,Store Name - Nielsen,Store Type,Street Name,Barangay,Municipality,Province,Region,Longitude,Latitude,Accuracy,Average Daily Sales: Sari Sari Store,Located? (Yes/No),cluster_label
Extreme Reach,7K015967,No Trade Name,Sari Sari Store,Parrot street block 5 &6 purok opring brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1218917,6.083686667,1.5,101 - 500,No,47
Extreme Reach,7K015964,No Trade Name,Sari Sari Store,Falcon street purok opring brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1213433,6.084175,1.5,101 - 500,No,47
Extreme Reach,7K015968,No Trade Name,Sari Sari Store,Fernandez,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.13171,6.077635,4,"501 - 2,000",No,48
Extreme Reach,7K015992,No Trade Name,Sari Sari Store,Love birds block 1,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.121465,6.085576667,1.5,"501 - 2,000",No,47
Extreme Reach,7K015978,No Trade Name,Sari Sari Store,Templado village purok opring brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1191667,6.082873333,1.8,101 - 500,No,47
Extreme Reach,7K015971,No Trade Name,Sari Sari Store,Falcon street block 8 purok opring brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.12116,6.083955,1.5,"501 - 2,000",No,47
Extreme Reach,7K015980,BOYET STORE,Sari Sari Store,Ostrich purok opring brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1213217,6.081876667,1.8,101 - 500,No,47
Extreme Reach,7K016001,No Trade Name,Sari Sari Store,Falcon street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1211883,6.084073333,1.5,"501 - 2,000",No,47
Extreme Reach,7K012842,RAYVEN STORE,Sari Sari Store,Fuentes street,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.138335,6.087468333,1.3,"501 - 2,000",No,181
Extreme Reach,7K012848,No Trade Name,Sari Sari Store,Accord Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1362433,6.086111667,1.8,"501 - 2,000",No,181
Extreme Reach,7K012873,No Trade Name,Sari Sari Store,,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.136735,6.088238333,1.5,"501 - 2,000",No,181
Extreme Reach,7K012889,No Trade Name,Sari Sari Store,Teachers Village,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1382733,6.077953333,1.4,"501 - 2,000",No,2
Extreme Reach,7K015955,BOSS LIAM SARI SARI STORE,Sari Sari Store,Filipino-American Friendship ave. Brgy calumpang,"Calumpang,126303033",GENERAL SANTOS CITY (DADIANGAS),SOUTH COTABATO,9 S Mindanao,125.1321683,6.073206667,1.3,"501 - 2,000",No,48
